ID,item_cnt_month
0,0.731424
1,0.25269568
2,1.2548461
3,0.4444752
4,3.294672
5,0.75375223
6,0.9775552
7,0.17384773
8,0.78937376
9,0.78172493
10,2.6204393
11,0.31734812
12,0.14059708
13,0.50989795
14,1.5851694
15,2.4430428
16,0.07536638
17,0.17666125
18,1.3773887
19,0.2541073
20,0.48432937
21,0.30709794
22,2.1252122
23,0.5843343
24,1.3608555
25,0.9014168
26,0.3790096
27,0.44947702
28,0.9513222
29,3.3924963
30,0.7837726
31,0.5675635
32,0.8764601
33,0.93919253
34,0.07416439
35,0.084913164
36,0.08845276
37,0.8550819
38,0.19734019
39,0.14076385
40,0.71463585
41,1.4762485
42,3.876227
43,4.019409
44,1.0341707
45,0.17570561
46,0.95852995
47,0.4822822
48,0.63307047
49,0.782553
50,1.1887839
51,0.47850865
52,0.4551229
53,0.42013434
54,5.059239
55,2.8400009
56,2.0882273
57,1.9139943
58,4.2286205
59,2.8701105
60,3.7971842
61,0.29333228
62,0.19072866
63,0.41742796
64,2.5773468
65,0.2998281
66,0.5554351
67,0.07409811
68,0.54146045
69,0.079606414
70,0.2998281
71,1.6883256
72,0.213014
73,1.1385512
74,4.036646
75,4.592703
76,0.2923742
77,2.5773468
78,0.5564863
79,0.8162994
80,1.2497725
81,2.360288
82,1.0460718
83,0.24515483
84,0.74572325
85,0.8580684
86,0.5550626
87,0.045181185
88,2.3697867
89,0.8602193
90,0.7521245
91,0.65089846
92,1.8227342
93,0.104896754
94,0.56165344
95,0.016329914
96,0.08108309
97,0.38707477
98,0.6379564
99,1.4307504
100,1.2340986
101,1.6219866
102,0.3182251
103,1.3343195
104,0.13534287
105,0.6751996
106,0.44217458
107,0.78969055
108,0.15962976
109,0.25323325
110,0.27009064
111,0.6103972
112,0.5239063
113,0.9828297
114,0.15092322
115,0.3885015
116,0.4653898
117,0.11515361
118,7.566296
119,0.14988667
120,0.10730955
121,0.127013
122,0.3422387
123,0.40586329
124,0.42737946
125,0.9149009
126,0.5625708
127,0.12872845
128,0.31711698
129,0.25486988
130,0.4624826
131,0.043459266
132,1.1302345
133,3.650617
134,0.09402558
135,1.9066578
136,0.8577434
137,1.0498329
138,1.4079963
139,0.33293945
140,0.26699224
141,0.3310809
142,0.13072062
143,0.46157914
144,0.175634
145,0.175634
146,0.175634
147,0.09701195
148,0.24533081
149,0.114126
150,0.07312763
151,0.55973357
152,4.850962
153,0.24015644
154,0.067314774
155,0.1825841
156,0.23847255
157,0.2936365
158,0.08492598
159,0.20734248
160,0.9093013
161,0.21003419
162,0.5868388
163,0.72556174
164,0.5142262
165,0.11077729
166,0.39033264
167,0.045835793
168,0.25860226
169,0.14242688
170,0.19580412
171,0.54080963
172,0.13019943
173,2.5618665
174,1.6308994
175,3.210282
176,1.0050051
177,0.34174544
178,0.19978797
179,0.1458644
180,1.9125572
181,0.14434263
182,0.21235394
